id;text;link;comp;loc;desc;pub
p_83a7c66065cf6da5;Database Engineer;/company/AsiaQue-Techline-Sdn-Bhd-(Recruit-Agent)/jobs/Database-Engineer-83a7c66065cf6da5?fccid=592f5bbb50f77aad&vjs=3;AsiaQue Techline Sdn Bhd (Recruit Agent);Petaling Jaya;Programming skills in Java and SQL is essential and Python and Javascript are optional. Bachelor or Masters Degree in Computer Science, Computer Engineering...;1 day ago
p_8f51bfe638439f58;Data Scientist Consultant, EY Data and Analytics (Malaysia);/rc/clk?jk=8f51bfe638439f58&fccid=1544766d4c2915b0&vjs=3;EY;Kuala Lumpur;Python, R, SAS, SPSS, Java, MATLAB. EY Data and Analytics is the data and advanced analytics capability within EY Asia-Pacific....;1 day ago
p_341cf6b7840e8d86;Senior Programmer Analyst;/rc/clk?jk=341cf6b7840e8d86&fccid=728c395148e5a2db&vjs=3;FIS;Kuala Lumpur;Strong design and programming knowledge using either C/C++ on Unix/Linux environment or Java on Tomcat/WebSphere....;1 day ago
p_93eeaaf397889f7b;Java Technical Specialist (#228304);/company/Ambition-Group-Malaysia-Sdn-Bhd/jobs/Java-Technical-Specialist-93eeaaf397889f7b?fccid=1380b5cb2e603049&vjs=3;Ambition Group Malaysia Sdn Bhd;Kuala Lumpur;Experienced in front end and back end development using Java and HTML5 with exposure to Unix Shell Scripting and Java framework implementation....;2 days ago
p_c17287d18d30afa8;Senior Java developer;/company/Brandt-international-sdn-bhd-(-Nityo-Infotech)/jobs/Senior-Java-Developer-c17287d18d30afa8?fccid=aefd068d9cd4e654&vjs=3;Brand international sdn bhd;Kuala Lumpur;Looking for senior java developer familiar with technologies such as hibernate,spring framework,linux,gradle,mvc framework,soap,rest web services....;2 days ago
p_f123c0a09507aaf1;IT Developer;/company/JEV-Management-Sdn-Bhd/jobs/IT-Developer-f123c0a09507aaf1?fccid=c0a7a598615b4326&vjs=3;JEV Management Sdn Bhd;Sri Hartamas;* Salary 3k * Working Hours: Mon - Fri 10am-7pm  Accommodation provided* for relocation  Young and Energetic* working environment  Super friendly* BOSS...;2 days ago
p_94d4ecac214a619f;Application Engineer;/company/CTI-Resources-Sdn-Bhd/jobs/Application-Engineer-94d4ecac214a619f?fccid=482e875dafa1bfc5&vjs=3;CTI Resources Sdn Bhd;Shah Alam;Skill in programming language such as Java, Phyton, SQL, C++, VB, .Net etc. Design, develop and implement IoT, Scada, Alarm & Energy Management, Manufacturing...;2 days ago
p_68110add8d3ab4f2;Senior Java Systems Developer;/rc/clk?jk=68110add8d3ab4f2&fccid=937214cd8ce2f5c0&vjs=3;I-XEON TECHNOLOGIES SDN BHD;Kuala Lumpur;Strong core Java fundamentals (Java 7 or 8) and J2EE. Under broad direction and supervision, develops, maintains, and enhances client systems as well as designs...;2 days ago
p_b89333b59c8de006;Web Application developer;/rc/clk?jk=b89333b59c8de006&fccid=d387c73f8bc478ef&vjs=3;Кота Груп;Kuala Lumpur;Knowledge on Ruby on Rails, web services protocol, Linux and other web languages such as Java, Python, Node.js and Perl is a plus....;2 days ago
p_4443bce3b1b5424c;Senior Test Engineer;/rc/clk?jk=4443bce3b1b5424c&fccid=4e090bf1ff0c7410&vjs=3;SWIFT;Kuala Lumpur;The candidate will join the EAS Java development team. At least 4 years of professional experience in development or testing of Java applications....;2 days ago
p_5ecb89e2787dfb8c;Salesforce Developer;/company/TTMS-Software-Sdn-Bhd/jobs/Salesforce-Developer-5ecb89e2787dfb8c?fccid=b68b78f2dbbf3d58&vjs=3;TTMS Software Sdn Bhd;Subang Jaya;Practical knowledge of Java, Apex, VisualForce. We are looking for few vacancies for SalesForce Developer....;2 days ago
p_a71a53a313cbc218;Senior Oracle Developer;/rc/clk?jk=a71a53a313cbc218&fccid=24a3456d3ce2ad08&vjs=3;ResMed;Kuala Lumpur;Senior Oracle Developer Working within a team of Oracle developers and Business Analysts, this position encompasses application development and enhancement...;2 days ago
p_9127d31f7d04bd3e;Software Developer;/company/Recruit-Express/jobs/Software-Developer-9127d31f7d04bd3e?fccid=c00cdd8241573396&vjs=3;Agensi Pekerjaan Recruit Express;Kuala Lumpur;With android java and IOS swift skill will have the priority. Responsible to design and develop Malaysia's leading Web-based and Mobile Applications....;2 days ago
p_f376bf1b53d9e29f;Mandarin Speaking IT Developer;/company/JEV-Management-Sdn-Bhd/jobs/Mandarin-Speaking-IT-Developer-f376bf1b53d9e29f?fccid=059a7366660fb720&vjs=3;JEV Management Sdn Bhd;Petaling Jaya;*Benefits:   Team based working environment * Comfortable accommodation provided * Fun Bonding activities * Friendly co worker and boss * Fixed working days...;2 days ago
p_5a8a39fe92a0e752;Core Java Developer - Senai;/rc/clk?jk=5a8a39fe92a0e752&fccid=bde9cb1689be5ae5&vjs=3;EPS Malaysia;Senai;Certifications in Java, J2EE etc preferred. HTML5, CSS3, JavaScript, Java, J2EE, Struts, Spring, Hibernate/MyBatis, JDBC, JSP, Servlets....;2 days ago
p_bb11a7a0e2c85373;Lead Software Engineer (Full Stack Java);/rc/clk?jk=bb11a7a0e2c85373&fccid=bde9cb1689be5ae5&vjs=3;EPS Malaysia;Mid Valley City;Certifications in Java, J2EE etc preferred. HTML5, CSS3, JavaScript, Java, J2EE, Struts, JSF, Spring MVC, EJB, Hibernate, SQL, PL/SQL....;2 days ago
p_e0e2aa391e6e7038;Mobile App Developer (Android);/company/B2BE-GSS-Sdn-Bhd/jobs/Mobile-Application-Developer-e0e2aa391e6e7038?fccid=14c652653e8359d1&vjs=3;B2BE GSS Sdn Bhd;Petaling Jaya;1) develop in either Java or Objective-C,. We’re currently looking for a Mobile Developer (Android) who will be reporting directly to the Software Development...;2 days ago
p_75c35b17f5be953d;Senior Software Engineer (Full Stack JAVA);/rc/clk?jk=75c35b17f5be953d&fccid=bde9cb1689be5ae5&vjs=3;EPS Malaysia;Mid Valley City;Certifications in Java, J2EE etc preferred. HTML5, CSS3, JavaScript, Java, J2EE, Struts, JSF, Spring MVC, EJB, Hibernate, SQL, PL/SQL....;2 days ago
p_f62a3bf2d2cd95bb;Software Engineer;/rc/clk?jk=f62a3bf2d2cd95bb&fccid=4db2033cccf161b6&vjs=3;Yuvasun Gravity Enterprise;Simpang Ampat;About The JobThe primary role of the Software Engineer is to develop software applications that would be used by the Company or the Group to support its...;2 days ago
p_1c61ddb5c02ad552;SAP Cloud Platform Architect - South East Asia (non Singapor...;/rc/clk?jk=1c61ddb5c02ad552&fccid=156c7820d1988640&vjs=3;SAP;Kuala Lumpur;Java, SAP HANA, SAP UI5, ABAP with Strong expertise in SAP Cloud Platform(Neo & Cloud Foundry). Customer Service and Support....;2 days ago
p_f0116bc7845da581;Sr. Exec/Exec, Mobile App Developer;/rc/clk?jk=f0116bc7845da581&fccid=78be0d6dc0c7fd69&vjs=3;Mah Sing;Sungai Besi;Good knowledge in core Java. Planning, Design, Coding and testing iOS and Android Mobile Applications....;2 days ago
p_7a6d6a2b68babf8c;Sr. Exec/Exec, Web App Developer (IT);/rc/clk?jk=7a6d6a2b68babf8c&fccid=78be0d6dc0c7fd69&vjs=3;Mah Sing;Sungai Besi;ASP.NET C#, Web API, VB.NET., JAVA Script. Planning, Design, Coding and testing Web Applications....;2 days ago
p_65556f54dd9b6182;Java Developer;/company/Intellect--minds/jobs/Java-Developer-65556f54dd9b6182?fccid=c180628a86efd639&vjs=3;Intellect-Minds;Kuala Lumpur;Intellect Minds is a Singapore-based company since 2008, specializing in talent acquisition, application development, and training. We serve BIG MNCs and well...;3 days ago
p_adad6df430926b02;Senior Java Developer;/company/Insistent-Technologies-and-Consulting-Sdn-Bhd/jobs/Senior-Java-Developer-adad6df430926b02?fccid=99943851767aaf87&vjs=3;Insistent Technologies and Consulting;Kuala Lumpur;At least 3 years of JAVA related developing experience. Hiring for End Client....;3 days ago
p_6f524c6f27cc6984;JAVA Applications Support (Banking);/company/EPS-Malaysia/jobs/Java-Application-Support-6f524c6f27cc6984?fccid=77c8aeddf019690e&vjs=3;XX Malaysia;Kuala Lumpur;Java and .Net(Optional) System Enhancement *. Minimum 1 year of experience in Java Support. Perform Java programming for the enhancement once gotten approval....;3 days ago
p_7ba1b2972f370ef2;Senior Back End JAVA Programmer;/company/Recsol-Sdn-Bhd/jobs/Senior-Back-End-Java-Programmer-7ba1b2972f370ef2?fccid=ae533838b5169ccb&vjs=3;Recsol Sdn Bhd;Taman Tun Dr Ismail;Proficiency in JAVA or NET basic frameworks such as io, multi threading, collection. Assist and collaborate with project team to deliver project deliverable and...;3 days ago
p_10942ffee86d9af8;QA Engineer, Kuala Lumpur, Malaysia;/rc/clk?jk=10942ffee86d9af8&fccid=f67941bb5695bf8b&vjs=3;GBG;Petaling Jaya;Knowledge of either SQL, C#, Java, HTML, XML, Batch files, Shell scripts or Java Script would be advantageous....;3 days ago
p_25843a2c487602f9;Data Engineer, Kuala Lumpur, Malaysia;/rc/clk?jk=25843a2c487602f9&fccid=f67941bb5695bf8b&vjs=3;GBG;Petaling Jaya;Fluent in SQL, Java and Shell Scripting. Develop data manipulation systems (or ETL ) using a mixture of technologies including SQL, shell scripting and Java....;3 days ago
p_f6f67df8bb9a725d;Site Reliability Engineer - Malaysia;/rc/clk?jk=f6f67df8bb9a725d&fccid=b79fa3ee18655a5a&vjs=3;Grab Taxi;Petaling Jaya;Go, C, C++, Java, Python, Perl or Ruby. As a Site Reliability Engineer (SRE) at Grab, you will be responsible for the stable operation of the core Grab systems....;3 days ago
p_a6acd69eafac324c;Programmer/Developer;/company/ChartNexus-(M)-Sdn-Bhd/jobs/Programmer-Developer-a6acd69eafac324c?fccid=c343b9bf552ac1ce&vjs=3;ChartNexus (M) Sdn Bhd;Bangsar;Java programming (Networking, Swing, J2EE/Tomcat/JSP, Client-server). Involve working as a team in solution design and development to satisfy customer &...;3 days ago
p_2b3ea22be37e6d45;Linux Team Lead (Cloud Servers);/company/Insistent-Technologies-and-Consulting-Sdn-Bhd/jobs/Linux-Team-Lead-2b3ea22be37e6d45?fccid=99943851767aaf87&vjs=3;Insistent Technologies and Consulting;Kuala Lumpur;Confident of at least one direct control server language eg. SHELL, NODEJS, JAVA etc. Hiring for End Client....;3 days ago
p_de8f0d4c0dfea68b;Application Development Manager (Shared Service) (based in P...;/rc/clk?jk=de8f0d4c0dfea68b&fccid=9c5ba626d9584393&vjs=3;Agensi Pekerjaan Asia Recruit Sdn Bhd;Malaysia;SAP ABAP & BW/BI, C#, ASP.NET, SQL/Stored Procedure, VB, Javascript, Java, CSS3, HTML5, UI5, XML. Our established client, a multinational company is looking for...;3 days ago
p_5a1dd0b173f46db6;Analyst Programmer;/company/InfoDrive-Solutions-Pte.Ltd/jobs/Analyst-Programmer-5a1dd0b173f46db6?fccid=8d373f5547e8e565&vjs=3;InfoDrive Solutions;Kuala Lumpur;Required skills-PostgreSQL, Microsoft SQL Server, Java, J2EE, Web Design, Microsoft SSIS. Analysis, design and software development for the banking and...;3 days ago
p_b7d83732cffa61ee;Java Developer for Permanent role with TOP MNC at K.L City (...;/rc/clk?jk=b7d83732cffa61ee&fccid=147bac9bbd90ac63&vjs=3;Benbree Business Solutions Private Limited;Malaysia;Java DeveloperÃ¯ÂÂ Location:. Kindly find the JD as mentioned below for Java Developer for Permanent PositionNote:....;3 days ago
p_9a244dcaf47f2297;senior java engineer;/rc/clk?jk=9a244dcaf47f2297&fccid=f8b265243da9f9d7&vjs=3;Randstad;Kuala Lumpur;Experience producing bulletproof code in Java that is fault-tolerant, efficient and maintainable (preferred)....;3 days ago
p_8918b1f29906c25f;Web Developer;/rc/clk?jk=8918b1f29906c25f&fccid=bde9cb1689be5ae5&vjs=3;EPS Malaysia;Puchong;O Java /Java Script/Java Swing/JEE/JSF/JSP/AJAX/JSON/PHP/CSS/REST API and JQuery. Digital Marketing Agency....;3 days ago
p_732e5e47b2ded6b0;Senior Software Engineer;/company/DSS-Software-Solutions-Sdn-bhd/jobs/Senior-Software-Engineer-732e5e47b2ded6b0?fccid=f17669064d237376&vjs=3;DSS Software Solutions Sdn bhd;Mid Valley City;Design, implement and maintain java applications. Recommend changes to improve established java application processes....;3 days ago
p_18b6cd6f39a520a6;Java Developer;/company/Jobify.my/jobs/Java-Developer-18b6cd6f39a520a6?fccid=756ea2bc89f56172&vjs=3;Jobify.my;Kuala Lumpur;Looking for talented Java developer.*. Proficiency in JAVA or .NET basic frameworks such as io, multithreading, collection, etc....;4 days ago
p_d08ee95c9ba5d36a;Application Consultant;/rc/clk?jk=d08ee95c9ba5d36a&fccid=8a83c3cbe98b2895&vjs=3;Enghouse;Kuala Lumpur;Experience with Java, Servlets, Junit and SQL. Application Consultant to our Customer Team in Kulala Lumpur office....;4 days ago
p_bb303d5b34a89e4d;Batch Management Engineer;/rc/clk?jk=bb303d5b34a89e4d&fccid=b46df65bdf7d0cc6&vjs=3;Amaris;Malaysia;Java, .NET, Pega, Guidewire, Web Methods, Informatica, Oracle and back-office AS400 systems using traditional languages such as COBOL and RPG, Microsoft SQL,...;4 days ago
